CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.892618+0.450087*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "1.02292+0.129859*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.77819+-1.18801*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.550914+0.747145*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.35171+-0.404419*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.15837+-0.148872*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.07336+-0.0449301*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.19001+-0.180734*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "2.0937+-1.20766*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "1.78094+-0.86053*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.67714+-0.747943*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.57929+-1.70463*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.49775+-0.577022*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.0168967+0.983742*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.973933+-0.0255072*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "4.45346+-3.52938*x"
3, iterativefit, up_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.908721427681"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, -15, 0, "1.53003215444"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.941021212254"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.877969+0.464986*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.998208+0.169487*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.69252+-1.04202*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.615292+0.656546*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.38235+-0.446495*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.12349+-0.104361*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "0.795673+0.296489*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.7674+-0.834811*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "2.05991+-1.16721*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "1.85776+-0.94284*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.57885+-0.640341*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.67042+-1.79788*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.37869+-0.451146*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.0636401+1.0351*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.10367+-0.153903*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "2.91084+-1.97372*x"
3, iterativefit, down_jesRelativeFSR, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.928531998261"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, -15, 0, "1.56193381846"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.955342939301"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.895603+0.440559*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "1.02024+0.13426*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.75+-1.1391*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.546372+0.758766*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.39787+-0.465704*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.13059+-0.112439*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.13134+-0.113352*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.21226+-0.207567*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "2.0836+-1.19773*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "1.71128+-0.7845*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.64824+-0.716121*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.73215+-1.86555*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.33247+-0.406253*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "0.0922514+0.871726*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.992468+-0.0452252*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "4.31992+-3.39596*x"
3, iterativefit, up_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.909182612882"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, -15, 0, "1.53483495438"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.940335355095"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.876199+0.472985*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.99575+0.179175*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.71176+-1.07018*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.601809+0.679972*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.41609+-0.490987*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.1317+-0.115099*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "0.756864+0.343244*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.83681+-0.914042*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "2.13492+-1.2528*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "1.82535+-0.909219*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.51273+-0.570151*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.6495+-1.77563*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.5609+-0.640676*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.212735+1.18697*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.10918+-0.159518*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "2.98271+-2.04616*x"
3, iterativefit, down_jesSinglePionECAL, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.927649553161"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, -15, 0, "1.56203419723"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.954333663115"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.895527+0.433674*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "1.00924+0.154212*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.75713+-1.15078*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.57572+0.712058*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.35807+-0.412979*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.15099+-0.139286*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.09333+-0.0687776*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.23815+-0.237376*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "2.08003+-1.19405*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "1.69407+-0.765689*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.69564+-0.767395*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.71583+-1.84925*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.30111+-0.374277*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "0.0710502+0.89324*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.957668+-0.00985995*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "4.31057+-3.38623*x"
3, iterativefit, up_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.909612647124"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, -15, 0, "1.53448035812"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.942176018917"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.878832+0.467142*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.996248+0.178578*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.68737+-1.02736*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.626988+0.644641*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.41546+-0.489199*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.12633+-0.107055*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "0.768138+0.330941*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.81785+-0.891144*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "2.16351+-1.28394*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "1.8179+-0.900353*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.51263+-0.569262*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.66255+-1.78869*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.48661+-0.562669*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.173195+1.14768*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.0953+-0.144399*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "3.04539+-2.10813*x"
3, iterativefit, down_jesSinglePionHCAL, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.928085331316"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, -15, 0, "1.55078763425"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.951020277544"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.890307+0.44774*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "1.01715+0.136004*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.69834+-1.0526*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.60551+0.670564*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.3915+-0.459713*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.13618+-0.122248*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.08828+-0.0636795*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.16096+-0.148297*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "2.11652+-1.23416*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "1.69684+-0.768367*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.58767+-0.649957*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.74862+-1.88108*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.47225+-0.550346*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.0151574+0.982348*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.942047+0.00735017*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "3.8524+-2.92337*x"
3, iterativefit, up_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.91631154839"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, -15, 0, "1.54048084034"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.943326065445"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.880198+0.465544*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.998756+0.174175*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.7403+-1.11974*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.609106+0.663913*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.311+-0.345423*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.18312+-0.176403*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "0.77777+0.319254*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.83091+-0.906823*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "2.08516+-1.19574*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "1.84918+-0.933835*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.61796+-0.683058*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.62705+-1.75314*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.52331+-0.602394*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.19461+1.16784*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.0709+-0.121192*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "3.98064+-3.0513*x"
3, iterativefit, down_jesTimePtEta, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.916066337419"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, -15, 0, "1.38708"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.896995"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.824004+0.523205*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.930969+0.260327*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.71549+-1.10858*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.385001+0.989322*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.55471+-0.692739*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "0.879366+0.199859*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.0586+-0.0193066*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "0.98859+0.062199*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.89762+-0.970792*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.43278+-1.56475*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.04615+-0.0608183*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.71347+-1.82892*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.3545+-0.412065*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.21336+1.20353*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.660202+0.313732*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "-5.06661+6.08062*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "1.04284"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, -15, 0, "1.6646"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "1.04502"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "1.01299+0.217527*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "1.12273+-0.0521894*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.55467+-0.805874*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.991815+0.0816318*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "0.826222+0.319758*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.18327+-0.152155*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.90791+-1.03823*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "0.484276+0.619174*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.86973+-0.955203*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.21316+-1.33637*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.30157+-0.347658*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.92077+-2.06474*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "0.754925+0.193353*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "2.07379+-1.16567*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "0.566513+0.369625*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "10.6909+-9.8256*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.824539"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, -15, 0, "1.47"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "0.544783"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "0.35955+1.46944*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "0.662806+0.724158*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.31908+-0.420972*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "0.732881+0.50334*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "0.988806+0.135314*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.09921+-0.0106021*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "0.866985+0.273356*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.33373+-0.270034*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.93922+-0.95809*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.06019+-1.09235*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.54534+-0.53395*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.98746+-2.06324*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.30301+-0.307042*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "-0.0368564+1.07362*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.21945+-0.206043*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 0.99305, 1.00435, "3.82692+-2.83176*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 30, 50, 1.00435, 1.1, "0.958179"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, -15, 0, "1.61665"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0, 0.1356, "1.24004"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.1356, 0.4069, "1.31793+-0.410909*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.4069, 0.5731, "1.24323+-0.227321*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.5731, 0.6342, "1.75352+-1.11773*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.6342, 0.6954, "1.01118+0.0527837*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.6954, 0.7566, "1.39614+-0.500789*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.7566, 0.8178, "1.18637+-0.223542*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.8178, 0.85895, "1.17539+-0.210112*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.85895, 0.88, "1.27536+-0.326503*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.88, 0.901, "1.70232+-0.811678*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.901, 0.922, "2.13603+-1.29304*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.922, 0.943, "1.47042+-0.571123*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.943, 0.95915, "2.67343+-1.84685*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.95915, 0.97045, "1.37399+-0.492069*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.97045, 0.98175, "0.0658575+0.855895*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 30, 50, 0.98175, 0.99305, "1.1112+-0.208883*x"
